Data from 190617_Kr_32K_no_film_FLMS138901_11-31-36-619.txt Node
Date: Mon Jun 17 11:31:36 EDT 2019
User: pSAM
Spectrometer: FLMS13890
Trigger mode: 0
Integration Time (sec): 5.000000E-3
Scans to average: 1000
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
342.097	-60.51
342.483	-60.51
342.868	-60.51
343.254	-101.38
343.639	-104.69
344.025	-102.08
344.41	-100.4
344.796	-90.43
345.181	-79.88
345.567	-67.58
345.952	-51.06
346.337	-35.26
346.722	-18.31
347.107	-0.68
347.493	18.17
347.878	38.85
348.263	58.59
348.648	76.96
349.033	98.11
349.418	118.03
349.802	136.97
350.187	154.05
350.572	171.08
350.957	227.93
351.342	349.27
351.726	375.15
352.111	385.41
352.495	401.82
352.88	415.7
353.264	428.34
353.649	442.03
354.033	451.24
354.418	463.65
354.802	470.08
355.186	478.31
355.57	486.92
355.955	495.82
356.339	498.42
356.723	503.76
357.107	509.44
357.491	523.59
357.875	514.33
358.259	516.19
358.643	522.21
359.026	521.44
359.41	520.09
359.794	524.15
360.178	522.84
360.561	524.31
360.945	523.38
361.329	525.43
361.712	524.37
362.096	523.74
362.479	524.28
362.862	526.83
363.246	521.29
363.629	524.61
364.012	521.7
364.396	523.65
364.779	522.66
365.162	523.17
365.545	521.74
365.928	524.77
366.311	524.56
366.694	527.56
367.077	528.5
367.46	529.08
367.843	531.7
368.226	529.96
368.608	532.22
368.991	532.49
369.374	534.39
369.756	535.62
370.139	533.69
370.521	534.34
370.904	537.45
371.286	536.47
371.669	537.09
372.051	539.27
372.433	542.76
372.816	541.59
373.198	542.88
373.58	546.76
373.962	548.59
374.344	550.31
374.726	552.18
375.108	554.94
375.49	557.23
375.872	558.33
376.254	557.74
376.636	558.56
377.018	560.11
377.399	561.18
377.781	564.2
378.163	562.53
378.544	564.53
378.926	569.22
379.307	576.01
379.689	578.27
380.07	580.96
380.452	585.24
380.833	589.75
381.214	589.51
381.596	592.85
381.977	598.66
382.358	601.25
382.739	609.26
383.12	613.87
383.501	612.28
383.882	611.08
384.263	611.43
384.644	610.87
385.025	615.06
385.406	614.67
385.787	620.85
386.167	625.69
386.548	627.74
386.929	633.74
387.309	640.13
387.69	647.7
388.07	657.33
388.451	655.95
388.831	662.21
389.211	655.71
389.592	650.22
389.972	650.61
390.352	652.75
390.733	654.5
391.113	655.49
391.493	661.02
391.873	668.83
392.253	673.15
392.633	686.9
393.013	689.55
393.393	692.82
393.772	692.4
394.152	696.57
394.532	695.3
394.912	701.52
395.291	698.58
395.671	700.55
396.05	695.13
396.43	694.99
396.809	696.42
397.189	705.11
397.568	712.57
397.948	717.02
398.327	724.76
398.706	731.4
