Data from 190715_Ar_24K_no_film_FLMS138901_12-35-11-928.txt Node
Date: Mon Jul 15 12:35:11 EDT 2019
User: pSAM
Spectrometer: FLMS13890
Trigger mode: 0
Integration Time (sec): 5.000000E-3
Scans to average: 1000
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
342.097	-62.49
342.483	-62.49
342.868	-62.49
343.254	-102.23
343.639	-105.06
344.025	-102.67
344.41	-98.84
344.796	-91.96
345.181	-79.91
345.567	-67.92
345.952	-51.86
346.337	-36.61
346.722	-19.98
347.107	1.13
347.493	20.89
347.878	39.3
348.263	58.95
348.648	78.34
349.033	96.82
349.418	117.85
349.802	136.49
350.187	155.25
350.572	174.5
350.957	229.19
351.342	350.44
351.726	375.05
352.111	390.77
352.495	405.33
352.88	417.26
353.264	431.87
353.649	442.85
354.033	454.34
354.418	463.03
354.802	473.96
355.186	482.53
355.57	488.15
355.955	494.59
356.339	500.24
356.723	506.52
357.107	509.07
357.491	527.09
357.875	516.95
358.259	518.14
358.643	520.31
359.026	524.18
359.41	522.79
359.794	526.35
360.178	525.53
360.561	524.18
360.945	524.95
361.329	524.33
361.712	524.68
362.096	525.47
362.479	522.49
362.862	527.44
363.246	525.88
363.629	524.19
364.012	522.79
364.396	524.52
364.779	525.21
365.162	523.1
365.545	525.31
365.928	525.45
366.311	525.27
366.694	529.39
367.077	530.85
367.46	532.58
367.843	532.68
368.226	533.74
368.608	537.4
368.991	533.5
369.374	535.93
369.756	537.26
370.139	537.58
370.521	537.62
370.904	539.37
371.286	542.58
371.669	544.11
372.051	543.16
372.433	548.16
372.816	549.13
373.198	547.86
373.58	552.41
373.962	557.59
374.344	555.54
374.726	559.28
375.108	560.54
375.49	564.96
375.872	565.32
376.254	564.75
376.636	563.86
377.018	567.54
377.399	568.1
377.781	573.09
378.163	574.24
378.544	576.28
378.926	580.29
379.307	586.43
379.689	591.07
380.07	588.28
380.452	593.41
380.833	596.22
381.214	598.82
381.596	603.8
381.977	612.08
382.358	615.03
382.739	619.58
383.12	621.54
383.501	623.69
383.882	624.79
384.263	626.15
384.644	626.28
385.025	630.13
385.406	631.81
385.787	636.59
386.167	638.63
386.548	643.17
386.929	651.95
387.309	657.15
387.69	666.29
388.07	671.61
388.451	674.67
388.831	677.27
389.211	672.33
389.592	665.87
389.972	664.37
